Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-462,Week 1,Integumentary,Integumentary,Hair,Hair bulb,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,Where in the follicle does the hair actually grow?,"In the hair bulb, the expanded base of the follicle.",New cells form here and are pushed upward.,Thinking hair grows from its tip.,integumentary; hair; hair bulb
W1-463,Week 1,Integumentary,Integumentary,Hair,Hair color,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,"What sets hair color, and which cells are responsible?",Melanocytes deposit pigment into the cortex and medulla of the hair.,Loss of this pigment turns hair gray.,Thinking the follicle wall colors the hair.,integumentary; hair; melanocytes; hair color
W1-464,Week 1,Integumentary,Integumentary,Hair,Arrector pili,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,"What is the arrector pili, and what does it do?",A small smooth muscle that pulls the hair upright.,Its contraction produces goose bumps.,Thinking the arrector pili is skeletal muscle.,integumentary; hair; arrector pili
W1-465,Week 1,Integumentary,Integumentary,Hair,Hair root plexus,"Identify the accessory structures of the skin: hair, nails, and glands.",3,1,core,What does the hair root plexus detect?,"Movement of the hair, through sensory nerve endings around the follicle.",This makes hairs sensitive touch detectors.,Thinking the plexus supplies blood rather than sensation.,integumentary; hair; hair root plexus
W1-466,Week 1,Integumentary,Integumentary,Hair,Root sheaths,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,Compare the epithelial and dermal root sheaths of a hair.,The epithelial root sheath is the epidermal tube wrapping the root; the dermal root sheath is the connective tissue layer around the follicle.,"Epithelial inside, connective tissue outside.",Swapping the two sheaths.,integumentary; hair; root sheaths
W1-467,Week 1,Integumentary,Integumentary,Hair,Arrector pili,"Identify the accessory structures of the skin: hair, nails, and glands.",7,3,core,Why does contraction of the arrector pili produce goose bumps?,"The smooth muscle pulls the hair upright, dimpling the skin at the follicle.",It is a vestigial response that once fluffed fur for warmth.,Thinking goose bumps come from the hair itself contracting.,integumentary; hair; arrector pili
W1-468,Week 1,Integumentary,Integumentary,Hair,Hair bulb,"Identify the accessory structures of the skin: hair, nails, and glands.",7,3,core,A structure is the expanded base of a follicle where new hair cells form. What is it?,The hair bulb.,It is the growth zone of the hair.,Confusing the bulb with the hair root plexus.,integumentary; hair; hair bulb; classification
W1-469,Week 1,Integumentary,Integumentary,Hair,Hair color,"Identify the accessory structures of the skin: hair, nails, and glands.",7,3,core,Someone's hair turns gray with age. What has changed at the cellular level?,Melanocytes are depositing little or no pigment into the cortex and medulla.,No pigment means no color.,Thinking gray hair means the follicle has died.,integumentary; hair; melanocytes; application
W1-470,Week 1,Integumentary,Integumentary,Hair,Hair structure,"Identify the accessory structures of the skin: hair, nails, and glands.",3,1,core,What is the part of the hair within the follicle called?,The hair root.,The shaft is the visible part above the surface.,Calling the visible hair the root.,integumentary; hair; hair root
W1-471,Week 1,Integumentary,Integumentary,Hair,Hair structure,"Identify the accessory structures of the skin: hair, nails, and glands.",7,3,core,"Trace a hair from where it grows to where you see it, naming each part.","New cells form in the hair bulb, become the root within the follicle, and emerge as the shaft above the skin.","Growth at the base, visibility at the top.",Thinking hair grows from the shaft downward.,integumentary; hair; board
W1-472,Week 1,Integumentary,Integumentary,Nails,Nail structure,"Identify the accessory structures of the skin: hair, nails, and glands.",3,1,core,What is a nail?,A plate of hard keratin on the dorsal tip of a finger or toe.,Nails are a keratinized accessory structure of the skin.,Thinking nails are made of bone.,integumentary; nails
W1-473,Week 1,Integumentary,Integumentary,Nails,Nail matrix,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,"What is the nail matrix, and why does it matter?",The growth region at the proximal end of the nail; new nail forms here.,Damage to the matrix deforms nail growth.,Thinking the nail grows from its tip.,integumentary; nails; nail matrix
W1-474,Week 1,Integumentary,Integumentary,Nails,Nail structure,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,Compare the nail plate and the nail bed.,The nail plate is the visible body of the nail; the nail bed is the skin beneath it.,"Plate on top, bed underneath.",Swapping the plate and the bed.,integumentary; nails; nail plate; nail bed
W1-475,Week 1,Integumentary,Integumentary,Nails,Lunule,"Identify the accessory structures of the skin: hair, nails, and glands.",5,2,core,What is the lunule?,The pale crescent at the base of the nail.,It overlies the thick nail matrix.,Thinking the lunule is dead tissue lying on top of the nail.,integumentary; nails; lunule
W1-476,Week 1,Integumentary,Integumentary,Nails,Cuticle,"Identify the accessory structures of the skin: hair, nails, and glands.",6,2,core,"What is another name for the cuticle, and what is it?",The eponychium; a fold of skin over the proximal nail.,It seals the base of the nail.,Confusing the cuticle with the lunule.,integumentary; nails; cuticle; eponychium
W1-477,Week 1,Integumentary,Integumentary,Nails,Nail matrix,"Identify the accessory structures of the skin: hair, nails, and glands.",6,2,core,Why does injury to the nail matrix affect the whole nail?,"The matrix is where new nail is produced, so damage there disrupts all subsequent growth.",The growth zone controls the plate that follows.,Thinking the visible plate regrows itself.,integumentary; nails; nail matrix
W1-478,Week 1,Integumentary,Integumentary,Nails,Lunule,"Identify the accessory structures of the skin: hair, nails, and glands.",8,3,core,"A pale crescent shows at the base of a nail. What structure is it, and what lies beneath it?","The lunule, which overlies the nail matrix.",Its paleness comes from the thick underlying matrix.,Thinking the lunule is separate from the matrix.,integumentary; nails; lunule; nail matrix
W1-479,Week 1,Integumentary,Integumentary,Nails,Nail matrix,"Identify the accessory structures of the skin: hair, nails, and glands.",8,3,core,A nail grows out over months from one region. Name that region and where you would find it.,"The nail matrix, at the proximal end of the nail beneath the lunule.",All nail length originates here.,Believing the free edge generates new nail.,integumentary; nails; nail matrix; board
W1-480,Week 1,Integumentary,Integumentary,Glands,Sebaceous glands,"Identify the accessory structures of the skin: hair, nails, and glands.",4,1,core,"Which skin gland produces sebum, and where does it release it?",The sebaceous gland; it releases oily sebum into hair follicles.,Sebum softens the hair and skin.,Thinking sebaceous glands open directly onto the skin surface.,integumentary; glands; sebaceous glands; sebum
W1-481,Week 1,Integumentary,Integumentary,Glands,Eccrine glands,"Identify the accessory structures of the skin: hair, nails, and glands.",6,2,core,"Which sweat gland is the most numerous, and where does it open?",The eccrine sweat gland; it opens directly onto the skin surface.,It makes watery sweat for cooling.,Confusing eccrine glands with apocrine glands.,integumentary; glands; eccrine glands
W1-482,Week 1,Integumentary,Integumentary,Glands,Sweat glands,"Identify the accessory structures of the skin: hair, nails, and glands.",6,2,core,Compare eccrine and apocrine sweat glands by secretion and where they open.,"Eccrine glands make watery sweat onto the skin surface; apocrine glands make richer, thicker sweat into hair follicles of the axillary and genital regions.",Different secretions and different outlets.,Thinking both open onto the skin surface.,integumentary; glands; eccrine glands; apocrine glands
W1-483,Week 1,Integumentary,Integumentary,Glands,Ceruminous glands,"Identify the accessory structures of the skin: hair, nails, and glands.",6,2,core,"What do ceruminous glands produce, and where?","Cerumen, or earwax, released into the ear canal.",They are modified sweat glands.,Thinking earwax comes only from sebaceous glands.,integumentary; glands; ceruminous glands; cerumen
W1-484,Week 1,Integumentary,Integumentary,Glands,Mammary glands,"Identify the accessory structures of the skin: hair, nails, and glands.",6,2,core,Which gland is a modified sweat gland that produces milk?,The mammary gland.,It delivers milk through ducts to the nipple.,Thinking mammary glands are modified sebaceous glands.,integumentary; glands; mammary glands
